DTXSID,PREFERRED NAME,CASRN,INCHIKEY,IUPAC NAME,SMILES,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,# of SOURCES,# OF PUBMED ARTICLES,PUBCHEM DATA SOURCES,CPDAT COUNT,QC Level,# ToxCast Active,% ToxCast Active,Total Assays
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7020001,2-Amino-alpha-carboline,26148-68-5,FJTNLJLPLJDTRM-UHFFFAOYSA-N,"9H-Pyrido[2,3-b]indol-2-amine",NC1=NC2=C(C=C1)C1=CC=CC=C1N2,"InChI=1S/C11H9N3/c12-10-6-5-8-7-3-1-2-4-9(7)13-11(8)14-10/h1-6H,(H3,12,13,14)",C11H9N3,183.214,183.079647,24,43,82,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7043821,Auramine,492-80-8,JPIYZTWMUGTEHX-UHFFFAOYSA-N,"4,4'-Carbonimidoylbis(N,N-dimethylaniline)",CN(C)C1=CC=C(C=C1)C(=N)C1=CC=C(C=C1)N(C)C,"InChI=1S/C17H21N3/c1-19(2)15-9-5-13(6-10-15)17(18)14-7-11-16(12-8-14)20(3)4/h5-12,18H,1-4H3",C17H21N3,267.376,267.173548,36,167,60,8,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5020653,Gentian Violet,548-62-9,ZXJXZNDDNMQXFV-UHFFFAOYSA-M,"4-{Bis[4-(dimethylamino)phenyl]methylidene}-N,N-dimethylcyclohexa-2,5-dien-1-iminium chloride",[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,"InChI=1S/C25H30N3.ClH/c1-26(2)22-13-7-19(8-14-22)25(20-9-15-23(16-10-20)27(3)4)21-11-17-24(18-12-21)28(5)6;/h7-18H,1-6H3;1H/q+1;/p-1",C25H30ClN3,407.99,407.212826,53,2176,211,57,1,475/711,67.0,711
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2021317,"1,1,1,2-Tetrachloroethane",630-20-6,QVLAWKAXOMEXPM-UHFFFAOYSA-N,"1,1,1,2-Tetrachloroethane",ClCC(Cl)(Cl)Cl,"InChI=1S/C2H2Cl4/c3-1-2(4,5)6/h1H2",C2H2Cl4,167.84,165.891061,59,13,92,14,1,0/234,0.0,234
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8052691,Benzo(j)fluoranthene,205-82-3,KHNYNFUTFKJLDD-UHFFFAOYSA-N,Benzo[j]fluoranthene,C1=CC2=C(C=C1)C1=C(C=C2)C2=CC=CC3=CC=CC1=C23,InChI=1S/C20H12/c1-2-8-15-13(5-1)11-12-17-16-9-3-6-14-7-4-10-18(19(14)16)20(15)17/h1-12H,C20H12,252.316,252.093900,40,21,57,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7021817,"2,3-Dibromopropanol",96-13-9,QWVCIORZLNBIIC-UHFFFAOYSA-N,"2,3-Dibromopropan-1-ol",OCC(Br)CBr,"InChI=1/C3H6Br2O/c4-1-3(5)2-6/h3,6H,1-2H2",C3H6Br2O,217.888,215.878541,35,10,100,1,1,0/234,0.0,234
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5032109,Talc,14807-96-6,,,,,,, ,39,1944,,13262,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0043767,Trp-P-1,62450-06-0,LVTKHGUGBGNBPL-UHFFFAOYSA-N,"1,4-Dimethyl-5H-pyrido[4,3-b]indol-3-amine",CC1=NC(N)=C(C)C2=C1C1=C(N2)C=CC=C1,"InChI=1S/C13H13N3/c1-7-12-11(8(2)15-13(7)14)9-5-3-4-6-10(9)16-12/h3-6,16H,1-2H3,(H2,14,15)",C13H13N3,211.268,211.110947,15,165,37,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1043754,"1,2-Diethylhydrazine",1615-80-1,YCBOYOYVDOUXLH-UHFFFAOYSA-N,"1,2-Diethylhydrazine",CCNNCC,"InChI=1S/C4H12N2/c1-3-5-6-4-2/h5-6H,3-4H2,1-2H3",C4H12N2,88.154,88.100048,22,5,51,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8020674,Griseofulvin,126-07-8,DDUHZTYCFQRHIY-RBHXEPJQSA-N,"(1'S,6'R)-7-Chloro-2',4,6-trimethoxy-6'-methyl-3H-spiro[[1]benzofuran-2,1'-cyclohex[2]ene]-3,4'-dione",COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC,"InChI=1S/C17H17ClO6/c1-8-5-9(19)6-12(23-4)17(8)16(20)13-10(21-2)7-11(22-3)14(18)15(13)24-17/h6-8H,5H2,1-4H3/t8-,17+/m1/s1",C17H17ClO6,352.77,352.071366,50,5481,216,2,1,63/432,15.0,432
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4026268,C.I. Direct Blue 14,72-57-1,GLNADSQYFUSGOU-UHFFFAOYSA-J,"Tetrasodium 3,3'-[(3,3'-dimethyl[1,1'-biphenyl]-4,4'-diyl)bis(diazene-2,1-diyl)]bis(5-amino-4-hydroxynaphthalene-2,7-disulfonate)",[Na+].[Na+].[Na+].[Na+].CC1=CC(=CC=C1N=NC1=C(C=C2C=C(C=C(N)C2=C1O)S([O-])(=O)=O)S([O-])(=O)=O)C1=CC(C)=C(C=C1)N=NC1=C(C=C2C=C(C=C(N)C2=C1O)S([O-])(=O)=O)S([O-])(=O)=O,"InChI=1S/C34H28N6O14S4.4Na/c1-15-7-17(3-5-25(15)37-39-31-27(57(49,50)51)11-19-9-21(55(43,44)45)13-23(35)29(19)33(31)41)18-4-6-26(16(2)8-18)38-40-32-28(58(52,53)54)12-20-10-22(56(46,47)48)14-24(36)30(20)34(32)42;;;;/h3-14,41-42H,35-36H2,1-2H3,(H,43,44,45)(H,46,47,48)(H,49,50,51)(H,52,53,54);;;;/q;4*+1/p-4",C34H24N6Na4O14S4,960.79,959.982411,43,2701,51,2,1,16/78,21.0,78
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2021026,N-Nitrosodibutylamine,924-16-3,YGJHZCLPZAZIHH-UHFFFAOYSA-N,"N,N-Dibutylnitrous amide",CCCCN(CCCC)N=O,"InChI=1S/C8H18N2O/c1-3-5-7-10(9-11)8-6-4-2/h3-8H2,1-2H3",C8H18N2O,158.245,158.141913,68,87,78,2,1,5/582,1.0,582
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0023909,Benzo[k]fluoranthene,207-08-9,HAXBIWFMXWRORI-UHFFFAOYSA-N,Benzo[k]fluoranthene,C1=CC2=CC3=C(C=C2C=C1)C1=C2C3=CC=CC2=CC=C1,InChI=1S/C20H12/c1-2-6-15-12-19-17-10-4-8-13-7-3-9-16(20(13)17)18(19)11-14(15)5-1/h1-12H,C20H12,252.316,252.093900,75,55,94,11,1,58/267,22.0,267
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5021334,Tetranitromethane,509-14-8,NYTOUQBROMCLBJ-UHFFFAOYSA-N,Tetranitromethane,[O-][N+](=O)C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,"InChI=1S/CN4O8/c6-2(7)1(3(8)9,4(10)11)5(12)13",CN4O8,196.031,195.971613,46,402,59,2,1,7/234,3.0,234
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30176929,"Dibenz(c,h)acridine",224-53-3,BTVBCAKHMZHLFR-UHFFFAOYSA-N,"Dibenzo[c,h]acridine",C1=CC=C2C(C=CC3=CC4=C(N=C23)C2=CC=CC=C2C=C4)=C1,InChI=1S/C21H13N/c1-3-7-18-14(5-1)9-11-16-13-17-12-10-15-6-2-4-8-19(15)21(17)22-20(16)18/h1-13H,C21H13N,279.342,279.104799,9,1,37,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020442,"2,4-Dichlorophenoxyacetic acid",94-75-7,OVSKIKFHRZPJSS-UHFFFAOYSA-N,"(2,4-Dichlorophenoxy)acetic acid",OC(=O)COC1=C(Cl)C=C(Cl)C=C1,"InChI=1S/C8H6Cl2O3/c9-5-1-2-7(6(10)3-5)13-4-8(11)12/h1-3H,4H2,(H,11,12)",C8H6Cl2O3,221.03,219.969400,105,2614,216,91,1,25/666,4.0,666
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020604,4-Vinyl-1-cyclohexene diepoxide,106-87-6,OECTYKWYRCHAKR-UHFFFAOYSA-N,3-(Oxiran-2-yl)-7-oxabicyclo[4.1.0]heptane,C1OC1C1CCC2OC2C1,"InChI=1S/C8H12O2/c1-2-6-7(10-6)3-5(1)8-4-9-8/h5-8H,1-4H2",C8H12O2,140.182,140.083730,53,101,95,63,1,10/579,2.0,579
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024153,"Indeno[1,2,3-cd]pyrene",193-39-5,SXQBHARYMNFBPS-UHFFFAOYSA-N,"Indeno[1,2,3-cd]pyrene",C1=CC2=C(C=C1)C1=C3C2=CC2=C4C(C=CC(C=C1)=C34)=CC=C2,InChI=1S/C22H12/c1-2-7-17-16(6-1)18-11-10-14-9-8-13-4-3-5-15-12-19(17)22(18)21(14)20(13)15/h1-12H,C22H12,276.338,276.093900,71,19,82,11,1,59/311,19.0,311
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7020340,Cobalt sulfate heptahydrate,10026-24-1,MEYVLGVRTYSQHI-UHFFFAOYSA-L,Cobalt(2+) sulfate--water (1/1/7),O.O.O.O.O.O.O.[Co++].[O-]S([O-])(=O)=O,"InChI=1S/Co.H2O4S.7H2O/c;1-5(2,3)4;;;;;;;/h;(H2,1,2,3,4);7*1H2/q+2;;;;;;;;/p-2",CoH14O11S,281.09,280.958876,17,56,71,4,1,16/234,7.0,234
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020658,Glu-P-2,67730-10-3,BUXVIXBGMQXWGT-UHFFFAOYSA-N,"Imidazo[1,2-a:5,4-b']dipyridin-2-amine",NC1=NC2=C(C=C1)N=C1C=CC=CN21,"InChI=1S/C10H8N4/c11-8-5-4-7-10(13-8)14-6-2-1-3-9(14)12-7/h1-6H,(H2,11,13)",C10H8N4,184.202,184.074896,16,40,41,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5023902,Benz(a)anthracene,56-55-3,DXBHBZVCASKNBY-UHFFFAOYSA-N,Tetraphene,C1=CC2=C(C=C1)C=C1C(C=CC3=C1C=CC=C3)=C2,InChI=1S/C18H12/c1-2-7-15-12-18-16(11-14(15)6-1)10-9-13-5-3-4-8-17(13)18/h1-12H,C18H12,228.294,228.093900,89,748,128,17,1,157/653,24.0,653
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6074835,Trichlormethine,817-09-4,VEAUDLLZYJVHRI-UHFFFAOYSA-N,"2-Chloro-N,N-bis(2-chloroethyl)ethan-1-amine--hydrogen chloride (1/1)",Cl.ClCCN(CCCl)CCCl,InChI=1S/C6H12Cl3N.ClH/c7-1-4-10(5-2-8)6-3-9;/h1-6H2;1H,C6H13Cl4N,240.98,238.980210,17,37,70,,1, ,,
