CASRN,NAME,DTXSID,mean_conc_black,mean_conc_amerind,mean_conc_hispanic,mean_conc_asian,mean_conc_pacisl,mean_conc_nhw,mean_conc_lowinc,mean_conc_verylowinc,mean_conc_medhighinc,contributing_cbgs
59669-26-0,Thiodicarb,DTXSID0032578,0.00000112981620042726,0.0000000900682962127085,0.000000148230211243057,0.000000161830961873959,0.0000000733633549924229,0.000000313581453278417,0.000000468217434014979,0.000000484735339692705,0.000000349297412157258,1823
60-34-4,Methylhydrazine,DTXSID4020874,0.000000000546498850703998,0.000000000114373920130801,0.000000000280153385843657,0.000000000118156428686405,0.0000000000716185583400557,0.000000000203036091688284,0.000000000269459318172838,0.000000000278971180189836,0.000000000242414995878373,320
60-35-5,Acetamide,DTXSID7020005,0.000000107173599130068,0.00000000755548480094519,0.0000000182162801351782,0.0000000208967341233798,0.0000000170971542763985,0.0000000856828640499849,0.0000000828002101596069,0.0000000886162977018882,0.0000000668362534747177,838
606-20-2,"2,6-Dinitrotoluene",DTXSID5020528,0.0000000188328929016944,0.00000000968949408103404,0.00000000506321701036711,0.00000000830715682080569,0.0000000102916388742683,0.000000125975155493849,0.000000106177558783158,0.000000112446979896088,0.000000070653170658813,2661
61-82-5,Amitrole,DTXSID0020076,0.00000000166848186720684,0.000000000311895164294662,0.000000000812518602572226,0.000000000380792352555966,0.000000000254525401707027,0.000000000642272033297973,0.000000000874222961598164,0.000000000917160765065542,0.000000000730801025706595,1387
612-83-9,"3,3'-Dichlorobenzidine dihydrochloride",DTXSID1020433,0.00000000136857753472913,0.00000000227024805070509,0.000000000725402588734286,0.000000000283807739049931,0.000000000198571063161438,0.00000000264502702544168,0.00000000230393546567202,0.00000000183051979147957,0.00000000189634597574327,595
62-53-3,Aniline,DTXSID8020090,0.0000918320790706171,0.0000125930269602602,0.000022665965873334,0.000017593996514362,0.00000409362131136862,0.000032752666427224,0.0000341709002978784,0.0000303027195655291,0.0000379513975259623,18360
62-55-5,Thioacetamide,DTXSID9021340,0.0000000017635806973598,0.000000000338334530316061,0.000000000882250102988885,0.000000000403069966047458,0.000000000253058312639232,0.000000000652074293488798,0.00000000089603416999295,0.000000000937437107575,0.000000000766313855166451,1214
62-56-6,Thiourea,DTXSID9021348,0.000000562301329957848,0.00000023204460894575,0.000000235657434057027,0.00000079632323046055,0.00000119917250012978,0.000000675864459297781,0.000000623041879255299,0.000000716956193558799,0.000000584135525029524,7563
62-73-7,Dichlorvos,DTXSID5020449,0.00000014707224705337,0.000000117450096949492,0.00000000735247246093496,0.0000000113560175443589,0.00000000604775140528848,0.0000000707206171070156,0.0000000804537963792762,0.0000000819119255711863,0.0000000576991085017584,1742
621-64-7,N-Nitrosodi-n-propylamine,DTXSID6021032,0.0000000000478491368244432,0.0000000000595372119339129,0.000000000242397154374689,0.0000000000322558276979282,0.00000000000434321368114951,0.00000000029157826772366,0.000000000315318947714288,0.000000000294632399119449,0.000000000201820950551229,1167
